x,z,translation,rotation
0.0,-0.0023295411533619656,-1.3591410610321613,-0.6774438401130018
1.0,0.006275411488438386,-1.3591410610321613,-0.6774438401130018
2.0,-0.0004979287355014365,-1.3591410610321613,-0.6774438401130018
3.0,-0.01308678564183798,-1.3591410610321613,-0.6774438401130018
4.0,0.0062937372444785795,-1.3591410610321613,-0.6774438401130018
5.0,0.12924132252553266,-1.3591410610321613,-0.6774438401130018
6.0,0.42729854278180884,-1.3591410610321613,-0.6774438401130018
7.0,0.9178386566210879,-1.3591410610321613,-0.6774438401130018
8.0,1.5562522694672776,-1.3591410610321613,-0.6774438401130018
9.0,2.2441223958431546,-1.3591410610321613,-0.6774438401130018
10.0,2.8788309365614544,-1.3591410610321613,-0.6774438401130018
11.0,3.400336499292483,-1.3591410610321613,-0.6774438401130018
12.0,3.776295892716458,-1.3591410610321613,-0.6774438401130018
13.0,3.985593470974388,-1.3591410610321613,-0.6774438401130018
14.0,3.9848917850530636,-1.3591410610321613,-0.6774438401130018
15.0,3.7146326010300146,-1.3591410610321613,-0.6774438401130018
16.0,3.188770635475868,-1.3591410610321613,-0.6774438401130018
17.0,2.5898887860336686,-1.3591410610321613,-0.6774438401130018
18.0,2.0268547759701914,-1.3591410610321613,-0.6774438401130018
19.0,1.3496536769622316,-1.3591410610321613,-0.6774438401130018
20.0,0.6724525779541893,-1.3591410610321613,-0.6774438401130018
21.0,-0.004748521053808491,-1.3591410610321613,-0.6774438401130018
22.0,-0.68194962006182,-1.3591410610321613,-0.6774438401130018
23.0,-1.3591507190698497,-1.3591410610321613,-0.6774438401130018
24.0,-2.036351818077855,-1.3591410610321613,-0.6774438401130018
25.0,-2.7135529170858526,-1.3591410610321613,-0.6774438401130018
26.0,-3.3907540160938976,-1.3591410610321613,-0.6774438401130018
27.0,-4.067955115101916,-1.3591410610321613,-0.6774438401130018
28.0,-4.745156214109944,-1.3591410610321613,-0.6774438401130018
