x,z,translation,rotation
-12.0,-2.0141408463744623,3.985669699765524,0.5000742380317391
-11.5,-1.764149522137067,3.985669699765524,0.5000742380317391
-11.0,-1.5141581979034482,3.985669699765524,0.5000742380317391
-10.5,-1.264166873667897,3.985669699765524,0.5000742380317391
-10.0,-1.014175549433713,3.985669699765524,0.5000742380317391
-9.5,-0.7641842251976845,3.985669699765524,0.5000742380317391
-9.0,-0.5141929009614683,3.985669699765524,0.5000742380317391
-8.5,-0.2642015767265945,3.985669699765524,0.5000742380317391
-8.0,-0.014210252491168696,3.985669699765524,0.5000742380317391
-7.5,0.23578107174365176,3.985669699765524,0.5000742380317391
-7.0,0.4857723959801594,3.985669699765524,0.5000742380317391
-6.5,0.7357637202150388,3.985669699765524,0.5000742380317391
-6.0,0.9857550444508403,3.985669699765524,0.5000742380317391
-5.5,1.2536799992909726,3.985669699765524,0.5000742380317391
-5.0,1.5331786087105956,3.985669699765524,0.5000742380317391
-4.5,1.8093411177473098,3.985669699765524,0.5000742380317391
-4.0,2.0376686965745794,3.985669699765524,0.5000742380317391
-3.5,2.157947093165089,3.985669699765524,0.5000742380317391
-3.0,2.186314307213296,3.985669699765524,0.5000742380317391
-2.5,2.127892411411943,3.985669699765524,0.5000742380317391
-2.0,2.0120249202234772,3.985669699765524,0.5000742380317391
-1.5,1.888457724302991,3.985669699765524,0.5000742380317391
-1.0,1.8164136613423052,3.985669699765524,0.5000742380317391
-0.5,1.8488455441461922,3.985669699765524,0.5000742380317391
0.0,2.0219759766391365,3.985669699765524,0.5000742380317391
0.5,2.3488351737062865,3.985669699765524,0.5000742380317391
1.0,2.816388632961514,3.985669699765524,0.5000742380317391
1.5,3.3884107653322837,3.985669699765524,0.5000742380317391
2.0,4.011949309176282,3.985669699765524,0.5000742380317391
2.5,4.627787634923823,3.985669699765524,0.5000742380317391
3.0,5.186192061106603,3.985669699765524,0.5000742380317391
3.5,5.657829532635082,3.985669699765524,0.5000742380317391
4.0,6.037578351824511,3.985669699765524,0.5000742380317391
4.5,6.309313001411856,3.985669699765524,0.5000742380317391
5.0,6.533124797868071,3.985669699765524,0.5000742380317391
5.5,6.753550359566262,3.985669699765524,0.5000742380317391
6.0,6.985546826099311,3.985669699765524,0.5000742380317391
6.5,7.235538150334625,3.985669699765524,0.5000742380317391
7.0,7.485529474569883,3.985669699765524,0.5000742380317391
7.5,7.735520798804925,3.985669699765524,0.5000742380317391
8.0,7.985512123040716,3.985669699765524,0.5000742380317391
8.5,8.235503447276544,3.985669699765524,0.5000742380317391
9.0,8.485494771511588,3.985669699765524,0.5000742380317391
9.5,8.735486095746797,3.985669699765524,0.5000742380317391
10.0,8.985477419983047,3.985669699765524,0.5000742380317391
10.5,9.235468744217801,3.985669699765524,0.5000742380317391
11.0,9.485460068452383,3.985669699765524,0.5000742380317391
11.5,9.735451392688525,3.985669699765524,0.5000742380317391
12.0,9.985442716924265,3.985669699765524,0.5000742380317391
